fecha,year,mes,dia,nombre_mes,nombre_dia,unidades,empleo,desempleo,dolar,minimo_mensual,inflacion,chevrolet,mazda,nissan,renault
2013-07-01,2013,07,1,Julio,Lunes,0,57.81,9.88,1929.00,589500.00,2.22,77,52,74,63
2013-07-02,2013,07,2,Julio,Martes,689,57.81,9.88,1929.00,589500.00,2.22,77,52,74,63
2013-07-03,2013,07,3,Julio,Miércoles,1045,57.81,9.88,1919.42,589500.00,2.22,77,52,74,63
2013-07-04,2013,07,4,Julio,Jueves,1101,57.81,9.88,1915.45,589500.00,2.22,77,52,74,63
2013-07-05,2013,07,5,Julio,Viernes,1185,57.81,9.88,1915.45,589500.00,2.22,77,52,74,63
2013-07-06,2013,07,6,Julio,Sábado,464,57.81,9.88,1927.40,589500.00,2.22,77,52,74,63
2013-07-07,2013,07,7,Julio,Domingo,0,57.81,9.88,1927.40,589500.00,2.22,77,52,74,63
2013-07-08,2013,07,8,Julio,Lunes,871,57.81,9.88,1927.40,589500.00,2.22,77,52,74,63
2013-07-09,2013,07,9,Julio,Martes,1231,57.81,9.88,1926.84,589500.00,2.22,77,52,74,63
2013-07-10,2013,07,10,Julio,Miércoles,1270,57.81,9.88,1920.12,589500.00,2.22,77,52,74,63
2013-07-11,2013,07,11,Julio,Jueves,1315,57.81,9.88,1920.24,589500.00,2.22,77,52,74,63
2013-07-12,2013,07,12,Julio,Viernes,1249,57.81,9.88,1910.79,589500.00,2.22,77,52,74,63
2013-07-13,2013,07,13,Julio,Sábado,358,57.81,9.88,1905.25,589500.00,2.22,77,52,74,63
2013-07-14,2013,07,14,Julio,Domingo,0,57.81,9.88,1905.25,589500.00,2.22,77,52,74,63
2013-07-15,2013,07,15,Julio,Lunes,629,57.81,9.88,1905.25,589500.00,2.22,77,52,74,63
2013-07-16,2013,07,16,Julio,Martes,1029,57.81,9.88,1893.16,589500.00,2.22,77,52,74,63
2013-07-17,2013,07,17,Julio,Miércoles,1147,57.81,9.88,1878.42,589500.00,2.22,77,52,74,63
2013-07-18,2013,07,18,Julio,Jueves,1288,57.81,9.88,1873.25,589500.00,2.22,77,52,74,63
2013-07-19,2013,07,19,Julio,Viernes,1175,57.81,9.88,1883.29,589500.00,2.22,77,52,74,63
2013-07-20,2013,07,20,Julio,Sábado,111,57.81,9.88,1884.01,589500.00,2.22,77,52,74,63
2013-07-21,2013,07,21,Julio,Domingo,0,57.81,9.88,1884.01,589500.00,2.22,77,52,74,63
2013-07-22,2013,07,22,Julio,Lunes,889,57.81,9.88,1884.01,589500.00,2.22,77,52,74,63
2013-07-23,2013,07,23,Julio,Martes,933,57.81,9.88,1880.87,589500.00,2.22,77,52,74,63
2013-07-24,2013,07,24,Julio,Miércoles,1348,57.81,9.88,1886.06,589500.00,2.22,77,52,74,63
2013-07-25,2013,07,25,Julio,Jueves,1224,57.81,9.88,1891.02,589500.00,2.22,77,52,74,63
2013-07-26,2013,07,26,Julio,Viernes,1268,57.81,9.88,1887.40,589500.00,2.22,77,52,74,63
2013-07-27,2013,07,27,Julio,Sábado,463,57.81,9.88,1886.26,589500.00,2.22,77,52,74,63
2013-07-28,2013,07,28,Julio,Domingo,0,57.81,9.88,1886.26,589500.00,2.22,77,52,74,63
2013-07-29,2013,07,29,Julio,Lunes,985,57.81,9.88,1886.26,589500.00,2.22,77,52,74,63
2013-07-30,2013,07,30,Julio,Martes,1272,57.81,9.88,1888.95,589500.00,2.22,77,52,74,63
2013-07-31,2013,07,31,Julio,Miércoles,1666,57.81,9.88,1890.33,589500.00,2.22,77,52,74,63
2013-08-01,2013,08,1,Agosto,Jueves,1173,58.59,9.27,1896.15,589500.00,2.27,74,51,67,55
2013-08-02,2013,08,2,Agosto,Viernes,1155,58.59,9.27,1896.65,589500.00,2.27,74,51,67,55
2013-08-03,2013,08,3,Agosto,Sábado,332,58.59,9.27,1891.67,589500.00,2.27,74,51,67,55
2013-08-04,2013,08,4,Agosto,Domingo,0,58.59,9.27,1891.67,589500.00,2.27,74,51,67,55
2013-08-05,2013,08,5,Agosto,Lunes,737,58.59,9.27,1891.67,589500.00,2.27,74,51,67,55
2013-08-06,2013,08,6,Agosto,Martes,1170,58.59,9.27,1883.24,589500.00,2.27,74,51,67,55
2013-08-07,2013,08,7,Agosto,Miércoles,23,58.59,9.27,1882.01,589500.00,2.27,74,51,67,55
2013-08-08,2013,08,8,Agosto,Jueves,836,58.59,9.27,1882.01,589500.00,2.27,74,51,67,55
2013-08-09,2013,08,9,Agosto,Viernes,1133,58.59,9.27,1877.23,589500.00,2.27,74,51,67,55
2013-08-10,2013,08,10,Agosto,Sábado,504,58.59,9.27,1873.92,589500.00,2.27,74,51,67,55
2013-08-11,2013,08,11,Agosto,Domingo,1,58.59,9.27,1873.92,589500.00,2.27,74,51,67,55
2013-08-12,2013,08,12,Agosto,Lunes,1036,58.59,9.27,1873.92,589500.00,2.27,74,51,67,55
2013-08-13,2013,08,13,Agosto,Martes,1361,58.59,9.27,1868.90,589500.00,2.27,74,51,67,55
2013-08-14,2013,08,14,Agosto,Miércoles,1401,58.59,9.27,1882.36,589500.00,2.27,74,51,67,55
2013-08-15,2013,08,15,Agosto,Jueves,1314,58.59,9.27,1883.15,589500.00,2.27,74,51,67,55
2013-08-16,2013,08,16,Agosto,Viernes,1200,58.59,9.27,1901.03,589500.00,2.27,74,51,67,55
2013-08-17,2013,08,17,Agosto,Sábado,299,58.59,9.27,1907.06,589500.00,2.27,74,51,67,55
2013-08-18,2013,08,18,Agosto,Domingo,0,58.59,9.27,1907.06,589500.00,2.27,74,51,67,55
2013-08-19,2013,08,19,Agosto,Lunes,0,58.59,9.27,1907.06,589500.00,2.27,74,51,67,55
2013-08-20,2013,08,20,Agosto,Martes,755,58.59,9.27,1907.06,589500.00,2.27,74,51,67,55
2013-08-21,2013,08,21,Agosto,Miércoles,1064,58.59,9.27,1922.73,589500.00,2.27,74,51,67,55
2013-08-22,2013,08,22,Agosto,Jueves,1015,58.59,9.27,1929.75,589500.00,2.27,74,51,67,55
2013-08-23,2013,08,23,Agosto,Viernes,1283,58.59,9.27,1921.99,589500.00,2.27,74,51,67,55
2013-08-24,2013,08,24,Agosto,Sábado,300,58.59,9.27,1911.16,589500.00,2.27,74,51,67,55
2013-08-25,2013,08,25,Agosto,Domingo,0,58.59,9.27,1911.16,589500.00,2.27,74,51,67,55
2013-08-26,2013,08,26,Agosto,Lunes,828,58.59,9.27,1911.16,589500.00,2.27,74,51,67,55
2013-08-27,2013,08,27,Agosto,Martes,883,58.59,9.27,1922.96,589500.00,2.27,74,51,67,55
2013-08-28,2013,08,28,Agosto,Miércoles,1209,58.59,9.27,1938.26,589500.00,2.27,74,51,67,55
2013-08-29,2013,08,29,Agosto,Jueves,1148,58.59,9.27,1939.85,589500.00,2.27,74,51,67,55
2013-08-30,2013,08,30,Agosto,Viernes,1265,58.59,9.27,1943.04,589500.00,2.27,74,51,67,55
2013-08-31,2013,08,31,Agosto,Sábado,431,58.59,9.27,1935.43,589500.00,2.27,74,51,67,55
2013-09-01,2013,09,1,Septiembre,Domingo,0,58.01,8.98,1935.43,589500.00,2.27,71,49,61,55
2013-09-02,2013,09,2,Septiembre,Lunes,742,58.01,8.98,1935.43,589500.00,2.27,71,49,61,55
2013-09-03,2013,09,3,Septiembre,Martes,907,58.01,8.98,1935.43,589500.00,2.27,71,49,61,55
2013-09-04,2013,09,4,Septiembre,Miércoles,1075,58.01,8.98,1946.28,589500.00,2.27,71,49,61,55
2013-09-05,2013,09,5,Septiembre,Jueves,1152,58.01,8.98,1938.99,589500.00,2.27,71,49,61,55
2013-09-06,2013,09,6,Septiembre,Viernes,1087,58.01,8.98,1952.11,589500.00,2.27,71,49,61,55
2013-09-07,2013,09,7,Septiembre,Sábado,310,58.01,8.98,1947.99,589500.00,2.27,71,49,61,55
2013-09-08,2013,09,8,Septiembre,Domingo,0,58.01,8.98,1947.99,589500.00,2.27,71,49,61,55
2013-09-09,2013,09,9,Septiembre,Lunes,878,58.01,8.98,1947.99,589500.00,2.27,71,49,61,55
2013-09-10,2013,09,10,Septiembre,Martes,1275,58.01,8.98,1946.06,589500.00,2.27,71,49,61,55
2013-09-11,2013,09,11,Septiembre,Miércoles,1284,58.01,8.98,1935.55,589500.00,2.27,71,49,61,55
2013-09-12,2013,09,12,Septiembre,Jueves,1249,58.01,8.98,1923.64,589500.00,2.27,71,49,61,55
2013-09-13,2013,09,13,Septiembre,Viernes,1227,58.01,8.98,1919.25,589500.00,2.27,71,49,61,55
2013-09-14,2013,09,14,Septiembre,Sábado,303,58.01,8.98,1919.54,589500.00,2.27,71,49,61,55
2013-09-15,2013,09,15,Septiembre,Domingo,6,58.01,8.98,1919.54,589500.00,2.27,71,49,61,55
2013-09-16,2013,09,16,Septiembre,Lunes,912,58.01,8.98,1919.54,589500.00,2.27,71,49,61,55
2013-09-17,2013,09,17,Septiembre,Martes,1124,58.01,8.98,1917.03,589500.00,2.27,71,49,61,55
2013-09-18,2013,09,18,Septiembre,Miércoles,1225,58.01,8.98,1914.12,589500.00,2.27,71,49,61,55
2013-09-19,2013,09,19,Septiembre,Jueves,1233,58.01,8.98,1911.30,589500.00,2.27,71,49,61,55
2013-09-20,2013,09,20,Septiembre,Viernes,1143,58.01,8.98,1887.30,589500.00,2.27,71,49,61,55
2013-09-21,2013,09,21,Septiembre,Sábado,300,58.01,8.98,1889.12,589500.00,2.27,71,49,61,55
2013-09-22,2013,09,22,Septiembre,Domingo,0,58.01,8.98,1889.12,589500.00,2.27,71,49,61,55
2013-09-23,2013,09,23,Septiembre,Lunes,851,58.01,8.98,1889.12,589500.00,2.27,71,49,61,55
2013-09-24,2013,09,24,Septiembre,Martes,1121,58.01,8.98,1892.89,589500.00,2.27,71,49,61,55
2013-09-25,2013,09,25,Septiembre,Miércoles,1276,58.01,8.98,1888.14,589500.00,2.27,71,49,61,55
2013-09-26,2013,09,26,Septiembre,Jueves,1388,58.01,8.98,1893.42,589500.00,2.27,71,49,61,55
2013-09-27,2013,09,27,Septiembre,Viernes,1307,58.01,8.98,1899.10,589500.00,2.27,71,49,61,55
2013-09-28,2013,09,28,Septiembre,Sábado,376,58.01,8.98,1914.65,589500.00,2.27,71,49,61,55
2013-09-29,2013,09,29,Septiembre,Domingo,0,58.01,8.98,1914.65,589500.00,2.27,71,49,61,55
2013-09-30,2013,09,30,Septiembre,Lunes,1099,58.01,8.98,1914.65,589500.00,2.27,71,49,61,55
2013-10-01,2013,10,1,Octubre,Martes,1093,60.92,7.79,1908.29,589500.00,1.84,72,51,62,56
2013-10-02,2013,10,2,Octubre,Miércoles,749,60.92,7.79,1893.77,589500.00,1.84,72,51,62,56
2013-10-03,2013,10,3,Octubre,Jueves,1235,60.92,7.79,1884.97,589500.00,1.84,72,51,62,56
2013-10-04,2013,10,4,Octubre,Viernes,1340,60.92,7.79,1889.95,589500.00,1.84,72,51,62,56
2013-10-05,2013,10,5,Octubre,Sábado,338,60.92,7.79,1886.78,589500.00,1.84,72,51,62,56
2013-10-06,2013,10,6,Octubre,Domingo,0,60.92,7.79,1886.78,589500.00,1.84,72,51,62,56
2013-10-07,2013,10,7,Octubre,Lunes,983,60.92,7.79,1886.78,589500.00,1.84,72,51,62,56
2013-10-08,2013,10,8,Octubre,Martes,1252,60.92,7.79,1885.19,589500.00,1.84,72,51,62,56
2013-10-09,2013,10,9,Octubre,Miércoles,1292,60.92,7.79,1889.17,589500.00,1.84,72,51,62,56
2013-10-10,2013,10,10,Octubre,Jueves,1358,60.92,7.79,1894.06,589500.00,1.84,72,51,62,56
2013-10-11,2013,10,11,Octubre,Viernes,1283,60.92,7.79,1885.84,589500.00,1.84,72,51,62,56
2013-10-12,2013,10,12,Octubre,Sábado,288,60.92,7.79,1883.65,589500.00,1.84,72,51,62,56
2013-10-13,2013,10,13,Octubre,Domingo,0,60.92,7.79,1883.65,589500.00,1.84,72,51,62,56
2013-10-14,2013,10,14,Octubre,Lunes,0,60.92,7.79,1883.65,589500.00,1.84,72,51,62,56
2013-10-15,2013,10,15,Octubre,Martes,651,60.92,7.79,1883.65,589500.00,1.84,72,51,62,56
2013-10-16,2013,10,16,Octubre,Miércoles,1070,60.92,7.79,1883.70,589500.00,1.84,72,51,62,56
2013-10-17,2013,10,17,Octubre,Jueves,1161,60.92,7.79,1880.91,589500.00,1.84,72,51,62,56
2013-10-18,2013,10,18,Octubre,Viernes,1124,60.92,7.79,1879.48,589500.00,1.84,72,51,62,56
2013-10-19,2013,10,19,Octubre,Sábado,299,60.92,7.79,1879.88,589500.00,1.84,72,51,62,56
2013-10-20,2013,10,20,Octubre,Domingo,0,60.92,7.79,1879.88,589500.00,1.84,72,51,62,56
2013-10-21,2013,10,21,Octubre,Lunes,853,60.92,7.79,1879.88,589500.00,1.84,72,51,62,56
2013-10-22,2013,10,22,Octubre,Martes,995,60.92,7.79,1885.52,589500.00,1.84,72,51,62,56
2013-10-23,2013,10,23,Octubre,Miércoles,1115,60.92,7.79,1879.46,589500.00,1.84,72,51,62,56
2013-10-24,2013,10,24,Octubre,Jueves,1237,60.92,7.79,1883.14,589500.00,1.84,72,51,62,56
2013-10-25,2013,10,25,Octubre,Viernes,1180,60.92,7.79,1882.11,589500.00,1.84,72,51,62,56
2013-10-26,2013,10,26,Octubre,Sábado,277,60.92,7.79,1882.34,589500.00,1.84,72,51,62,56
2013-10-27,2013,10,27,Octubre,Domingo,0,60.92,7.79,1882.34,589500.00,1.84,72,51,62,56
2013-10-28,2013,10,28,Octubre,Lunes,897,60.92,7.79,1882.34,589500.00,1.84,72,51,62,56
2013-10-29,2013,10,29,Octubre,Martes,1249,60.92,7.79,1884.43,589500.00,1.84,72,51,62,56
2013-10-30,2013,10,30,Octubre,Miércoles,1413,60.92,7.79,1883.42,589500.00,1.84,72,51,62,56
2013-10-31,2013,10,31,Octubre,Jueves,1969,60.92,7.79,1884.06,589500.00,1.84,72,51,62,56
2013-11-01,2013,11,1,Noviembre,Viernes,1143,58.84,8.48,1889.16,589500.00,1.76,76,54,66,59
2013-11-02,2013,11,2,Noviembre,Sábado,274,58.84,8.48,1901.22,589500.00,1.76,76,54,66,59
2013-11-03,2013,11,3,Noviembre,Domingo,0,58.84,8.48,1901.22,589500.00,1.76,76,54,66,59
2013-11-04,2013,11,4,Noviembre,Lunes,0,58.84,8.48,1901.22,589500.00,1.76,76,54,66,59
2013-11-05,2013,11,5,Noviembre,Martes,883,58.84,8.48,1901.22,589500.00,1.76,76,54,66,59
2013-11-06,2013,11,6,Noviembre,Miércoles,1058,58.84,8.48,1916.22,589500.00,1.76,76,54,66,59
2013-11-07,2013,11,7,Noviembre,Jueves,1395,58.84,8.48,1916.80,589500.00,1.76,76,54,66,59
2013-11-08,2013,11,8,Noviembre,Viernes,1291,58.84,8.48,1924.87,589500.00,1.76,76,54,66,59
2013-11-09,2013,11,9,Noviembre,Sábado,278,58.84,8.48,1932.77,589500.00,1.76,76,54,66,59
2013-11-10,2013,11,10,Noviembre,Domingo,2,58.84,8.48,1932.77,589500.00,1.76,76,54,66,59
2013-11-11,2013,11,11,Noviembre,Lunes,0,58.84,8.48,1932.77,589500.00,1.76,76,54,66,59
2013-11-12,2013,11,12,Noviembre,Martes,917,58.84,8.48,1932.77,589500.00,1.76,76,54,66,59
2013-11-13,2013,11,13,Noviembre,Miércoles,1228,58.84,8.48,1928.96,589500.00,1.76,76,54,66,59
2013-11-14,2013,11,14,Noviembre,Jueves,1334,58.84,8.48,1932.03,589500.00,1.76,76,54,66,59
2013-11-15,2013,11,15,Noviembre,Viernes,1394,58.84,8.48,1929.24,589500.00,1.76,76,54,66,59
2013-11-16,2013,11,16,Noviembre,Sábado,314,58.84,8.48,1919.89,589500.00,1.76,76,54,66,59
2013-11-17,2013,11,17,Noviembre,Domingo,0,58.84,8.48,1919.89,589500.00,1.76,76,54,66,59
2013-11-18,2013,11,18,Noviembre,Lunes,883,58.84,8.48,1919.89,589500.00,1.76,76,54,66,59
2013-11-19,2013,11,19,Noviembre,Martes,1157,58.84,8.48,1915.37,589500.00,1.76,76,54,66,59
2013-11-20,2013,11,20,Noviembre,Miércoles,1301,58.84,8.48,1919.20,589500.00,1.76,76,54,66,59
2013-11-21,2013,11,21,Noviembre,Jueves,1290,58.84,8.48,1923.19,589500.00,1.76,76,54,66,59
2013-11-22,2013,11,22,Noviembre,Viernes,1277,58.84,8.48,1932.42,589500.00,1.76,76,54,66,59
2013-11-23,2013,11,23,Noviembre,Sábado,354,58.84,8.48,1929.13,589500.00,1.76,76,54,66,59
2013-11-24,2013,11,24,Noviembre,Domingo,0,58.84,8.48,1929.13,589500.00,1.76,76,54,66,59
2013-11-25,2013,11,25,Noviembre,Lunes,957,58.84,8.48,1929.13,589500.00,1.76,76,54,66,59
2013-11-26,2013,11,26,Noviembre,Martes,1307,58.84,8.48,1926.99,589500.00,1.76,76,54,66,59
2013-11-27,2013,11,27,Noviembre,Miércoles,1439,58.84,8.48,1926.74,589500.00,1.76,76,54,66,59
2013-11-28,2013,11,28,Noviembre,Jueves,1389,58.84,8.48,1928.25,589500.00,1.76,76,54,66,59
2013-11-29,2013,11,29,Noviembre,Viernes,1656,58.84,8.48,1928.25,589500.00,1.76,76,54,66,59
2013-11-30,2013,11,30,Noviembre,Sábado,558,58.84,8.48,1931.88,589500.00,1.76,76,54,66,59
2013-12-01,2013,12,1,Diciembre,Domingo,7,59.06,8.44,1931.88,589500.00,1.94,80,63,74,63
2013-12-02,2013,12,2,Diciembre,Lunes,792,59.06,8.44,1931.88,589500.00,1.94,80,63,74,63
2013-12-03,2013,12,3,Diciembre,Martes,1064,59.06,8.44,1934.16,589500.00,1.94,80,63,74,63
2013-12-04,2013,12,4,Diciembre,Miércoles,1170,59.06,8.44,1941.01,589500.00,1.94,80,63,74,63
2013-12-05,2013,12,5,Diciembre,Jueves,1313,59.06,8.44,1948.48,589500.00,1.94,80,63,74,63
2013-12-06,2013,12,6,Diciembre,Viernes,1433,59.06,8.44,1940.26,589500.00,1.94,80,63,74,63
2013-12-07,2013,12,7,Diciembre,Sábado,400,59.06,8.44,1936.33,589500.00,1.94,80,63,74,63
2013-12-08,2013,12,8,Diciembre,Domingo,0,59.06,8.44,1936.33,589500.00,1.94,80,63,74,63
2013-12-09,2013,12,9,Diciembre,Lunes,1101,59.06,8.44,1936.33,589500.00,1.94,80,63,74,63
2013-12-10,2013,12,10,Diciembre,Martes,1314,59.06,8.44,1932.71,589500.00,1.94,80,63,74,63
2013-12-11,2013,12,11,Diciembre,Miércoles,1439,59.06,8.44,1933.52,589500.00,1.94,80,63,74,63
2013-12-12,2013,12,12,Diciembre,Jueves,1574,59.06,8.44,1935.61,589500.00,1.94,80,63,74,63
2013-12-13,2013,12,13,Diciembre,Viernes,1790,59.06,8.44,1935.89,589500.00,1.94,80,63,74,63
2013-12-14,2013,12,14,Diciembre,Sábado,450,59.06,8.44,1930.87,589500.00,1.94,80,63,74,63
2013-12-15,2013,12,15,Diciembre,Domingo,3,59.06,8.44,1930.87,589500.00,1.94,80,63,74,63
2013-12-16,2013,12,16,Diciembre,Lunes,1043,59.06,8.44,1930.87,589500.00,1.94,80,63,74,63
2013-12-17,2013,12,17,Diciembre,Martes,1439,59.06,8.44,1934.95,589500.00,1.94,80,63,74,63
2013-12-18,2013,12,18,Diciembre,Miércoles,1686,59.06,8.44,1936.14,589500.00,1.94,80,63,74,63
2013-12-19,2013,12,19,Diciembre,Jueves,1810,59.06,8.44,1945.60,589500.00,1.94,80,63,74,63
2013-12-20,2013,12,20,Diciembre,Viernes,1866,59.06,8.44,1943.46,589500.00,1.94,80,63,74,63
2013-12-21,2013,12,21,Diciembre,Sábado,621,59.06,8.44,1935.93,589500.00,1.94,80,63,74,63
2013-12-22,2013,12,22,Diciembre,Domingo,1,59.06,8.44,1935.93,589500.00,1.94,80,63,74,63
2013-12-23,2013,12,23,Diciembre,Lunes,1591,59.06,8.44,1935.93,589500.00,1.94,80,63,74,63
2013-12-24,2013,12,24,Diciembre,Martes,1168,59.06,8.44,1925.45,589500.00,1.94,80,63,74,63
2013-12-25,2013,12,25,Diciembre,Miércoles,0,59.06,8.44,1922.76,589500.00,1.94,80,63,74,63
2013-12-26,2013,12,26,Diciembre,Jueves,1322,59.06,8.44,1922.76,589500.00,1.94,80,63,74,63
2013-12-27,2013,12,27,Diciembre,Viernes,2016,59.06,8.44,1921.22,589500.00,1.94,80,63,74,63
2013-12-28,2013,12,28,Diciembre,Sábado,1043,59.06,8.44,1922.56,589500.00,1.94,80,63,74,63
2013-12-29,2013,12,29,Diciembre,Domingo,1,59.06,8.44,1922.56,589500.00,1.94,80,63,74,63
2013-12-30,2013,12,30,Diciembre,Lunes,1927,59.06,8.44,1922.56,589500.00,1.94,80,63,74,63
2013-12-31,2013,12,31,Diciembre,Martes,428,59.06,8.44,1926.83,589500.00,1.94,80,63,74,63
2014-01-01,2014,01,1,Enero,Miércoles,0,56.56,11.10,1926.83,616000.00,2.13,89,66,81,73
2014-01-02,2014,01,2,Enero,Jueves,164,56.56,11.10,1926.83,616000.00,2.13,89,66,81,73
2014-01-03,2014,01,3,Enero,Viernes,289,56.56,11.10,1938.89,616000.00,2.13,89,66,81,73
2014-01-04,2014,01,4,Enero,Sábado,163,56.56,11.10,1936.92,616000.00,2.13,89,66,81,73
2014-01-05,2014,01,5,Enero,Domingo,0,56.56,11.10,1936.92,616000.00,2.13,89,66,81,73
2014-01-06,2014,01,6,Enero,Lunes,0,56.56,11.10,1936.92,616000.00,2.13,89,66,81,73
2014-01-07,2014,01,7,Enero,Martes,547,56.56,11.10,1936.92,616000.00,2.13,89,66,81,73
2014-01-08,2014,01,8,Enero,Miércoles,718,56.56,11.10,1930.45,616000.00,2.13,89,66,81,73
2014-01-09,2014,01,9,Enero,Jueves,627,56.56,11.10,1933.24,616000.00,2.13,89,66,81,73
2014-01-10,2014,01,10,Enero,Viernes,1269,56.56,11.10,1934.88,616000.00,2.13,89,66,81,73
2014-01-11,2014,01,11,Enero,Sábado,348,56.56,11.10,1926.55,616000.00,2.13,89,66,81,73
2014-01-12,2014,01,12,Enero,Domingo,0,56.56,11.10,1926.55,616000.00,2.13,89,66,81,73
2014-01-13,2014,01,13,Enero,Lunes,854,56.56,11.10,1926.55,616000.00,2.13,89,66,81,73
2014-01-14,2014,01,14,Enero,Martes,755,56.56,11.10,1924.79,616000.00,2.13,89,66,81,73
2014-01-15,2014,01,15,Enero,Miércoles,1223,56.56,11.10,1932.59,616000.00,2.13,89,66,81,73
2014-01-16,2014,01,16,Enero,Jueves,985,56.56,11.10,1941.45,616000.00,2.13,89,66,81,73
2014-01-17,2014,01,17,Enero,Viernes,1113,56.56,11.10,1947.15,616000.00,2.13,89,66,81,73
2014-01-18,2014,01,18,Enero,Sábado,136,56.56,11.10,1957.86,616000.00,2.13,89,66,81,73
2014-01-19,2014,01,19,Enero,Domingo,1,56.56,11.10,1957.86,616000.00,2.13,89,66,81,73
2014-01-20,2014,01,20,Enero,Lunes,634,56.56,11.10,1957.86,616000.00,2.13,89,66,81,73
2014-01-21,2014,01,21,Enero,Martes,1025,56.56,11.10,1957.86,616000.00,2.13,89,66,81,73
2014-01-22,2014,01,22,Enero,Miércoles,1140,56.56,11.10,1981.98,616000.00,2.13,89,66,81,73
2014-01-23,2014,01,23,Enero,Jueves,1052,56.56,11.10,1983.48,616000.00,2.13,89,66,81,73
2014-01-24,2014,01,24,Enero,Viernes,931,56.56,11.10,1993.23,616000.00,2.13,89,66,81,73
2014-01-25,2014,01,25,Enero,Sábado,397,56.56,11.10,2000.48,616000.00,2.13,89,66,81,73
2014-01-26,2014,01,26,Enero,Domingo,1,56.56,11.10,2000.48,616000.00,2.13,89,66,81,73
2014-01-27,2014,01,27,Enero,Lunes,599,56.56,11.10,2000.48,616000.00,2.13,89,66,81,73
2014-01-28,2014,01,28,Enero,Martes,1195,56.56,11.10,1997.91,616000.00,2.13,89,66,81,73
2014-01-29,2014,01,29,Enero,Miércoles,1177,56.56,11.10,2000.56,616000.00,2.13,89,66,81,73
2014-01-30,2014,01,30,Enero,Jueves,1158,56.56,11.10,2013.17,616000.00,2.13,89,66,81,73
2014-01-31,2014,01,31,Enero,Viernes,1719,56.56,11.10,2008.26,616000.00,2.13,89,66,81,73
2014-02-01,2014,02,1,Febrero,Sábado,231,56.29,10.68,2021.10,616000.00,2.32,73,56,68,70
2014-02-02,2014,02,2,Febrero,Domingo,6,56.29,10.68,2021.10,616000.00,2.32,73,56,68,70
2014-02-03,2014,02,3,Febrero,Lunes,708,56.29,10.68,2021.10,616000.00,2.32,73,56,68,70
2014-02-04,2014,02,4,Febrero,Martes,940,56.29,10.68,2039.85,616000.00,2.32,73,56,68,70
2014-02-05,2014,02,5,Febrero,Miércoles,1091,56.29,10.68,2041.34,616000.00,2.32,73,56,68,70
2014-02-06,2014,02,6,Febrero,Jueves,1325,56.29,10.68,2048.75,616000.00,2.32,73,56,68,70
2014-02-07,2014,02,7,Febrero,Viernes,1317,56.29,10.68,2049.52,616000.00,2.32,73,56,68,70
2014-02-08,2014,02,8,Febrero,Sábado,351,56.29,10.68,2046.06,616000.00,2.32,73,56,68,70
2014-02-09,2014,02,9,Febrero,Domingo,0,56.29,10.68,2046.06,616000.00,2.32,73,56,68,70
2014-02-10,2014,02,10,Febrero,Lunes,936,56.29,10.68,2046.06,616000.00,2.32,73,56,68,70
2014-02-11,2014,02,11,Febrero,Martes,953,56.29,10.68,2048.55,616000.00,2.32,73,56,68,70
2014-02-12,2014,02,12,Febrero,Miércoles,1291,56.29,10.68,2041.61,616000.00,2.32,73,56,68,70
2014-02-13,2014,02,13,Febrero,Jueves,1115,56.29,10.68,2031.75,616000.00,2.32,73,56,68,70
2014-02-14,2014,02,14,Febrero,Viernes,1226,56.29,10.68,2032.99,616000.00,2.32,73,56,68,70
2014-02-15,2014,02,15,Febrero,Sábado,293,56.29,10.68,2022.68,616000.00,2.32,73,56,68,70
2014-02-16,2014,02,16,Febrero,Domingo,0,56.29,10.68,2022.68,616000.00,2.32,73,56,68,70
2014-02-17,2014,02,17,Febrero,Lunes,848,56.29,10.68,2022.68,616000.00,2.32,73,56,68,70
2014-02-18,2014,02,18,Febrero,Martes,1030,56.29,10.68,2022.68,616000.00,2.32,73,56,68,70
2014-02-19,2014,02,19,Febrero,Miércoles,1075,56.29,10.68,2028.54,616000.00,2.32,73,56,68,70
2014-02-20,2014,02,20,Febrero,Jueves,1085,56.29,10.68,2042.22,616000.00,2.32,73,56,68,70
2014-02-21,2014,02,21,Febrero,Viernes,1188,56.29,10.68,2052.46,616000.00,2.32,73,56,68,70
2014-02-22,2014,02,22,Febrero,Sábado,310,56.29,10.68,2043.96,616000.00,2.32,73,56,68,70
2014-02-23,2014,02,23,Febrero,Domingo,0,56.29,10.68,2043.96,616000.00,2.32,73,56,68,70
2014-02-24,2014,02,24,Febrero,Lunes,861,56.29,10.68,2043.96,616000.00,2.32,73,56,68,70
2014-02-25,2014,02,25,Febrero,Martes,1123,56.29,10.68,2042.67,616000.00,2.32,73,56,68,70
2014-02-26,2014,02,26,Febrero,Miércoles,1321,56.29,10.68,2045.45,616000.00,2.32,73,56,68,70
2014-02-27,2014,02,27,Febrero,Jueves,1476,56.29,10.68,2053.11,616000.00,2.32,73,56,68,70
2014-02-28,2014,02,28,Febrero,Viernes,1770,56.29,10.68,2054.90,616000.00,2.32,73,56,68,70
2014-03-01,2014,03,1,Marzo,Sábado,211,56.72,9.73,2046.75,616000.00,2.51,81,56,69,66
2014-03-02,2014,03,2,Marzo,Domingo,0,56.72,9.73,2046.75,616000.00,2.51,81,56,69,66
2014-03-03,2014,03,3,Marzo,Lunes,660,56.72,9.73,2046.75,616000.00,2.51,81,56,69,66
